adm1,year,month,rainfall,date
Rivers,2016,9,397.552511,2016/9/1
Cross River,2016,9,352.1762324,2016/9/1
Ondo,2016,9,303.2697417,2016/9/1
Abia,2016,9,301.5523303,2016/9/1
Bayelsa,2016,9,539.6643405,2016/9/1
Lagos,2016,9,298.7679979,2016/9/1
Bauchi,2016,9,170.6876292,2016/9/1
Kebbi,2016,9,184.1568026,2016/9/1
Plateau,2016,9,202.549745,2016/9/1
Nasarawa,2016,9,200.2974298,2016/9/1
Ogun,2016,9,244.3622825,2016/9/1
Anambra,2016,9,259.6338387,2016/9/1
Zamfara,2016,9,152.6201404,2016/9/1
Osun,2016,9,245.0120143,2016/9/1
Yobe,2016,9,81.45711553,2016/9/1
Benue,2016,9,280.8456893,2016/9/1
Niger,2016,9,246.7384188,2016/9/1
Kogi,2016,9,202.2078309,2016/9/1
Imo,2016,9,333.4981191,2016/9/1
Adamawa,2016,9,215.7466466,2016/9/1
Jigawa,2016,9,86.80116864,2016/9/1
Taraba,2016,9,372.3070094,2016/9/1
Federal Capital Territory,2016,9,161.5997013,2016/9/1
Borno,2016,9,106.8638716,2016/9/1
Kaduna,2016,10,68.80365011,2016/10/1
Kwara,2016,10,104.9043604,2016/10/1
Sokoto,2016,10,12.40598405,2016/10/1
Akwa Ibom,2016,10,260.9719202,2016/10/1
Ebonyi,2016,10,241.3793961,2016/10/1
Ekiti,2016,10,212.2614954,2016/10/1
Kano,2016,10,4.832424273,2016/10/1
Katsina,2016,10,5.882677716,2016/10/1
Delta,2016,10,291.8089536,2016/10/1
Enugu,2016,10,216.0859942,2016/10/1
Edo,2016,10,240.8656117,2016/10/1
Oyo,2016,10,165.713411,2016/10/1
Gombe,2016,10,29.35994201,2016/10/1
Rivers,2016,10,297.2802675,2016/10/1
Cross River,2016,10,302.5863586,2016/10/1
Ondo,2016,10,227.1077137,2016/10/1
Abia,2016,10,251.6535948,2016/10/1
Bayelsa,2016,10,368.5685452,2016/10/1
Lagos,2016,10,267.1345134,2016/10/1
Bauchi,2016,10,14.73456202,2016/10/1
Kebbi,2016,10,27.38111715,2016/10/1
Plateau,2016,10,54.4445663,2016/10/1
Nasarawa,2016,10,118.2897057,2016/10/1
Ogun,2016,10,243.9785394,2016/10/1
Anambra,2016,10,232.157513,2016/10/1
Zamfara,2016,10,23.72731218,2016/10/1
Osun,2016,10,258.3498344,2016/10/1
Yobe,2016,10,6.724865982,2016/10/1
Benue,2016,10,166.3267469,2016/10/1
Niger,2016,10,82.92374459,2016/10/1
Kogi,2016,10,163.5951993,2016/10/1
Imo,2016,10,279.421386,2016/10/1
Adamawa,2016,10,67.77216168,2016/10/1
Jigawa,2016,10,4.436697544,2016/10/1
Taraba,2016,10,149.3503208,2016/10/1
Federal Capital Territory,2016,10,135.5718175,2016/10/1
Borno,2016,10,12.02706904,2016/10/1
Kaduna,2016,11,1.929433639,2016/11/1
Kwara,2016,11,4.947158753,2016/11/1
Sokoto,2016,11,0.470578748,2016/11/1
Akwa Ibom,2016,11,153.2490795,2016/11/1
Ebonyi,2016,11,23.94283861,2016/11/1
Ekiti,2016,11,14.18836366,2016/11/1
Kano,2016,11,0.826435631,2016/11/1
Katsina,2016,11,0.621900076,2016/11/1
Delta,2016,11,61.21133324,2016/11/1
Enugu,2016,11,21.1672065,2016/11/1
Edo,2016,11,24.78042954,2016/11/1
Oyo,2016,11,10.9954558,2016/11/1
Gombe,2016,11,1.537510905,2016/11/1
Rivers,2016,11,150.8603988,2016/11/1
Cross River,2016,11,89.37083372,2016/11/1
Ondo,2016,11,28.8611432,2016/11/1
Abia,2016,11,76.65543681,2016/11/1
Bayelsa,2016,11,151.3206919,2016/11/1
Lagos,2016,11,47.47857635,2016/11/1
Bauchi,2016,11,1.603435137,2016/11/1
Kebbi,2016,11,0.925971879,2016/11/1
Plateau,2016,11,2.300104128,2016/11/1
Nasarawa,2016,11,3.48866426,2016/11/1
Ogun,2016,11,29.25711926,2016/11/1
Anambra,2016,11,32.01561309,2016/11/1
Zamfara,2016,11,0.913582942,2016/11/1
Osun,2016,11,25.71877444,2016/11/1
Yobe,2016,11,0.547350306,2016/11/1
Benue,2016,11,8.412343588,2016/11/1
Niger,2016,11,1.845379915,2016/11/1
Kogi,2016,11,6.819945997,2016/11/1
Imo,2016,11,45.12916824,2016/11/1
Adamawa,2016,11,1.619070861,2016/11/1
Jigawa,2016,11,0.556765916,2016/11/1
Taraba,2016,11,4.834110793,2016/11/1
Federal Capital Territory,2016,11,2.471123722,2016/11/1
Borno,2016,11,0.733618005,2016/11/1
Kaduna,2016,12,0.648432634,2016/12/1
Kwara,2016,12,3.537744786,2016/12/1
Sokoto,2016,12,0.023060727,2016/12/1
Akwa Ibom,2016,12,30.02440511,2016/12/1
Ebonyi,2016,12,9.702985191,2016/12/1
Ekiti,2016,12,4.928785812,2016/12/1
Kano,2016,12,0.101134616,2016/12/1
Katsina,2016,12,0.079615425,2016/12/1
Delta,2016,12,14.10974702,2016/12/1
Enugu,2016,12,7.8112636,2016/12/1
Edo,2016,12,7.556388406,2016/12/1
Oyo,2016,12,4.570825484,2016/12/1
Gombe,2016,12,0.12816197,2016/12/1
Rivers,2016,12,32.87727342,2016/12/1
Cross River,2016,12,16.52841015,2016/12/1
Ondo,2016,12,6.03724465,2016/12/1
Abia,2016,12,18.51647292,2016/12/1
Bayelsa,2016,12,36.27832007,2016/12/1
Lagos,2016,12,7.477836353,2016/12/1
Bauchi,2016,12,0.284156873,2016/12/1
Kebbi,2016,12,0.172032584,2016/12/1
Plateau,2016,12,1.071288321,2016/12/1
Nasarawa,2016,12,2.745877906,2016/12/1
Ogun,2016,12,7.4866457,2016/12/1
Anambra,2016,12,7.930837764,2016/12/1
Zamfara,2016,12,0.063633355,2016/12/1
Osun,2016,12,4.457124969,2016/12/1
Yobe,2016,12,0.017860589,2016/12/1
Benue,2016,12,7.396737546,2016/12/1
Niger,2016,12,1.254158744,2016/12/1
Kogi,2016,12,6.313874808,2016/12/1
Imo,2016,12,16.72275074,2016/12/1
Adamawa,2016,12,0.609099513,2016/12/1
Jigawa,2016,12,0.034406355,2016/12/1
Taraba,2016,12,3.242437905,2016/12/1
Federal Capital Territory,2016,12,2.628397779,2016/12/1
Borno,2016,12,0.027089372,2016/12/1
Kaduna,2017,1,0.79656556,2017/1/1
Kwara,2017,1,3.334001104,2017/1/1
Sokoto,2017,1,0.004556494,2017/1/1
Akwa Ibom,2017,1,26.03692955,2017/1/1
Ebonyi,2017,1,7.333948926,2017/1/1
Ekiti,2017,1,7.608372239,2017/1/1
Kano,2017,1,0.268223792,2017/1/1
Katsina,2017,1,0.078076467,2017/1/1
Delta,2017,1,13.99938451,2017/1/1
Enugu,2017,1,6.859209534,2017/1/1
Edo,2017,1,7.910842774,2017/1/1
Oyo,2017,1,4.557171992,2017/1/1
Gombe,2017,1,0.198897818,2017/1/1
Rivers,2017,1,24.53676523,2017/1/1
Cross River,2017,1,13.92179378,2017/1/1
Ondo,2017,1,8.668803975,2017/1/1
Abia,2017,1,14.14992507,2017/1/1
Bayelsa,2017,1,22.72445283,2017/1/1
Lagos,2017,1,10.13126357,2017/1/1
Bauchi,2017,1,0.333355183,2017/1/1
Kebbi,2017,1,0.084287303,2017/1/1
Plateau,2017,1,0.847366536,2017/1/1
Nasarawa,2017,1,2.099934255,2017/1/1
Ogun,2017,1,8.494363442,2017/1/1
Anambra,2017,1,9.813807394,2017/1/1
Zamfara,2017,1,0.028472341,2017/1/1
Osun,2017,1,6.708942331,2017/1/1
Yobe,2017,1,0.013703953,2017/1/1
Benue,2017,1,5.799650388,2017/1/1
Niger,2017,1,0.824660124,2017/1/1
Kogi,2017,1,4.28211279,2017/1/1
Imo,2017,1,11.72120844,2017/1/1
Adamawa,2017,1,0.508750403,2017/1/1
Jigawa,2017,1,0.075635747,2017/1/1
Taraba,2017,1,2.28528773,2017/1/1
Federal Capital Territory,2017,1,1.770418705,2017/1/1
Borno,2017,1,0.014582392,2017/1/1
Kaduna,2017,2,1.414708501,2017/2/1
Kwara,2017,2,2.845916083,2017/2/1
Sokoto,2017,2,0.048241787,2017/2/1
Akwa Ibom,2017,2,6.939612994,2017/2/1
Ebonyi,2017,2,5.865902588,2017/2/1
Ekiti,2017,2,5.285363968,2017/2/1
Kano,2017,2,0.602388072,2017/2/1
Katsina,2017,2,0.255654846,2017/2/1
Delta,2017,2,13.61766869,2017/2/1
Enugu,2017,2,4.84907793,2017/2/1
Edo,2017,2,7.934094028,2017/2/1
Oyo,2017,2,4.640604494,2017/2/1
Gombe,2017,2,0.591897514,2017/2/1
Rivers,2017,2,10.51528824,2017/2/1
Cross River,2017,2,5.918018709,2017/2/1
Ondo,2017,2,9.584192172,2017/2/1
Abia,2017,2,6.699303769,2017/2/1
Bayelsa,2017,2,15.41560789,2017/2/1
Lagos,2017,2,11.30780937,2017/2/1
Bauchi,2017,2,0.941656149,2017/2/1
Kebbi,2017,2,0.444798224,2017/2/1
Plateau,2017,2,1.40518821,2017/2/1
Nasarawa,2017,2,2.63363362,2017/2/1
Ogun,2017,2,9.57548959,2017/2/1
Anambra,2017,2,5.392718318,2017/2/1
Zamfara,2017,2,0.35680728,2017/2/1
Osun,2017,2,6.692457838,2017/2/1
Yobe,2017,2,0.04943772,2017/2/1
Benue,2017,2,3.986975456,2017/2/1
Niger,2017,2,1.459226682,2017/2/1
Kogi,2017,2,4.602265147,2017/2/1
Imo,2017,2,5.314072498,2017/2/1
Adamawa,2017,2,0.792206018,2017/2/1
Jigawa,2017,2,0.214126405,2017/2/1
Taraba,2017,2,2.326722962,2017/2/1
Federal Capital Territory,2017,2,2.363657549,2017/2/1
Borno,2017,2,0.061420566,2017/2/1
Kaduna,2017,3,4.895257519,2017/3/1
Kwara,2017,3,16.41477981,2017/3/1
Sokoto,2017,3,0.690519812,2017/3/1
Akwa Ibom,2017,3,161.4126155,2017/3/1
Ebonyi,2017,3,61.71960075,2017/3/1
Ekiti,2017,3,45.81077518,2017/3/1
Kano,2017,3,1.782801361,2017/3/1
Katsina,2017,3,1.986727315,2017/3/1
Delta,2017,3,81.69688003,2017/3/1
Enugu,2017,3,41.59769907,2017/3/1
Edo,2017,3,59.29934578,2017/3/1
Oyo,2017,3,33.96061465,2017/3/1
Gombe,2017,3,2.828234026,2017/3/1
Rivers,2017,3,130.0439183,2017/3/1
Cross River,2017,3,105.016964,2017/3/1
Ondo,2017,3,65.73184349,2017/3/1
Abia,2017,3,109.0673699,2017/3/1
Bayelsa,2017,3,126.0512777,2017/3/1
Lagos,2017,3,49.3996511,2017/3/1
Bauchi,2017,3,3.025919115,2017/3/1
Kebbi,2017,3,1.843930282,2017/3/1
Plateau,2017,3,6.730534165,2017/3/1
Nasarawa,2017,3,9.445003468,2017/3/1
Ogun,2017,3,47.99601942,2017/3/1
Anambra,2017,3,53.62685667,2017/3/1
Zamfara,2017,3,1.845741355,2017/3/1
Osun,2017,3,56.3334218,2017/3/1
Yobe,2017,3,0.458533843,2017/3/1
Benue,2017,3,19.47789699,2017/3/1
Niger,2017,3,5.484440591,2017/3/1
Kogi,2017,3,24.97499525,2017/3/1
Imo,2017,3,90.21337945,2017/3/1
Adamawa,2017,3,4.472827897,2017/3/1
Jigawa,2017,3,0.667889879,2017/3/1
Taraba,2017,3,15.50726698,2017/3/1
Federal Capital Territory,2017,3,12.3254601,2017/3/1
Borno,2017,3,0.812630592,2017/3/1
Kaduna,2017,4,26.82722877,2017/4/1
Kwara,2017,4,49.88607786,2017/4/1
Sokoto,2017,4,2.7054697,2017/4/1
Akwa Ibom,2017,4,165.3916378,2017/4/1
Ebonyi,2017,4,132.781629,2017/4/1
Ekiti,2017,4,73.17205159,2017/4/1
Kano,2017,4,5.368965887,2017/4/1
Katsina,2017,4,4.604726834,2017/4/1
Delta,2017,4,118.1874735,2017/4/1
Enugu,2017,4,109.1592596,2017/4/1
Edo,2017,4,84.0154273,2017/4/1
Oyo,2017,4,43.02071272,2017/4/1
Gombe,2017,4,23.84267051,2017/4/1
Rivers,2017,4,152.295873,2017/4/1
Cross River,2017,4,159.9603672,2017/4/1
Ondo,2017,4,64.67042078,2017/4/1
Abia,2017,4,159.2884993,2017/4/1
Bayelsa,2017,4,166.0392752,2017/4/1
Lagos,2017,4,57.15348273,2017/4/1
Bauchi,2017,4,16.76819903,2017/4/1
Kebbi,2017,4,11.59210105,2017/4/1
Plateau,2017,4,47.24331793,2017/4/1
Nasarawa,2017,4,52.68809086,2017/4/1
Ogun,2017,4,50.62981021,2017/4/1
Anambra,2017,4,121.0611848,2017/4/1
Zamfara,2017,4,7.002837597,2017/4/1
Osun,2017,4,47.80452883,2017/4/1
Yobe,2017,4,3.456022537,2017/4/1
Benue,2017,4,74.25860104,2017/4/1
Niger,2017,4,26.6914934,2017/4/1
Kogi,2017,4,72.1451232,2017/4/1
Imo,2017,4,160.8887297,2017/4/1
Adamawa,2017,4,55.41448787,2017/4/1
Jigawa,2017,4,2.573682885,2017/4/1
Taraba,2017,4,103.5937331,2017/4/1
Federal Capital Territory,2017,4,50.95243745,2017/4/1
Borno,2017,4,9.867149723,2017/4/1
Kaduna,2017,5,117.9889405,2017/5/1
Kwara,2017,5,117.3428153,2017/5/1
Sokoto,2017,5,36.62173016,2017/5/1
Akwa Ibom,2017,5,213.6869107,2017/5/1
Ebonyi,2017,5,206.015297,2017/5/1
Ekiti,2017,5,125.7078734,2017/5/1
Kano,2017,5,48.45826002,2017/5/1
Katsina,2017,5,41.3912942,2017/5/1
Delta,2017,5,209.3530527,2017/5/1
Enugu,2017,5,195.7410474,2017/5/1
Edo,2017,5,177.413112,2017/5/1
Oyo,2017,5,93.03017341,2017/5/1
Gombe,2017,5,69.42208489,2017/5/1
Rivers,2017,5,224.8612787,2017/5/1
Cross River,2017,5,224.7460149,2017/5/1
Ondo,2017,5,131.0807776,2017/5/1
Abia,2017,5,238.6099946,2017/5/1
Bayelsa,2017,5,233.3408954,2017/5/1
Lagos,2017,5,145.9031968,2017/5/1
Bauchi,2017,5,61.82817236,2017/5/1
Kebbi,2017,5,96.98459515,2017/5/1
Plateau,2017,5,121.10838,2017/5/1
Nasarawa,2017,5,153.4042335,2017/5/1
Ogun,2017,5,104.2568437,2017/5/1
Anambra,2017,5,193.1757171,2017/5/1
Zamfara,2017,5,65.34415156,2017/5/1
Osun,2017,5,91.16954074,2017/5/1
Yobe,2017,5,18.81639489,2017/5/1
Benue,2017,5,153.2444446,2017/5/1
Niger,2017,5,150.8184599,2017/5/1
Kogi,2017,5,162.0865096,2017/5/1
Imo,2017,5,222.0521734,2017/5/1
Adamawa,2017,5,137.7479767,2017/5/1
Jigawa,2017,5,16.40603535,2017/5/1
Taraba,2017,5,179.44425,2017/5/1
Federal Capital Territory,2017,5,173.3612117,2017/5/1
Borno,2017,5,46.64896738,2017/5/1
Kaduna,2017,6,159.8699101,2017/6/1
Kwara,2017,6,258.304298,2017/6/1
Sokoto,2017,6,94.06015664,2017/6/1
Akwa Ibom,2017,6,454.6128524,2017/6/1
Ebonyi,2017,6,259.6832401,2017/6/1
Ekiti,2017,6,213.0340342,2017/6/1
Kano,2017,6,120.8134353,2017/6/1
Katsina,2017,6,108.299874,2017/6/1
Delta,2017,6,434.8548707,2017/6/1
Enugu,2017,6,241.5985757,2017/6/1
Edo,2017,6,261.6421435,2017/6/1
Oyo,2017,6,228.3002232,2017/6/1
Gombe,2017,6,136.9312691,2017/6/1
Rivers,2017,6,574.6313963,2017/6/1
Cross River,2017,6,404.4616445,2017/6/1
Ondo,2017,6,278.7837931,2017/6/1
Abia,2017,6,420.1429457,2017/6/1
Bayelsa,2017,6,760.8044224,2017/6/1
Lagos,2017,6,429.0230686,2017/6/1
Bauchi,2017,6,135.9910321,2017/6/1
Kebbi,2017,6,151.9836214,2017/6/1
Plateau,2017,6,165.409117,2017/6/1
Nasarawa,2017,6,155.4983188,2017/6/1
Ogun,2017,6,309.6242181,2017/6/1
Anambra,2017,6,299.3041007,2017/6/1
Zamfara,2017,6,129.0508734,2017/6/1
Osun,2017,6,274.7750815,2017/6/1
Yobe,2017,6,73.15836795,2017/6/1
Benue,2017,6,213.3974394,2017/6/1
Niger,2017,6,222.3734952,2017/6/1
Kogi,2017,6,184.914322,2017/6/1
Imo,2017,6,480.9042207,2017/6/1
Adamawa,2017,6,201.9448295,2017/6/1
Jigawa,2017,6,82.52598469,2017/6/1
Taraba,2017,6,244.2223875,2017/6/1
Federal Capital Territory,2017,6,154.0824329,2017/6/1
Borno,2017,6,107.2287277,2017/6/1
Kaduna,2017,7,201.7002409,2017/7/1
Kwara,2017,7,183.0107649,2017/7/1
Sokoto,2017,7,161.2806128,2017/7/1
Akwa Ibom,2017,7,372.2746215,2017/7/1
Ebonyi,2017,7,239.4589616,2017/7/1
Ekiti,2017,7,233.7533681,2017/7/1
Kano,2017,7,185.6917789,2017/7/1
Katsina,2017,7,199.6086163,2017/7/1
Delta,2017,7,386.3269929,2017/7/1
Enugu,2017,7,214.4532193,2017/7/1
Edo,2017,7,235.1505603,2017/7/1
Oyo,2017,7,136.6517263,2017/7/1
Gombe,2017,7,168.7734982,2017/7/1
Rivers,2017,7,365.7397014,2017/7/1
Cross River,2017,7,345.2892734,2017/7/1
Ondo,2017,7,272.6597676,2017/7/1
Abia,2017,7,296.0907586,2017/7/1
Bayelsa,2017,7,451.2920656,2017/7/1
Lagos,2017,7,286.8038769,2017/7/1
Bauchi,2017,7,179.1160276,2017/7/1
Kebbi,2017,7,175.8814625,2017/7/1
Plateau,2017,7,185.083951,2017/7/1
Nasarawa,2017,7,174.3515539,2017/7/1
Ogun,2017,7,200.2870814,2017/7/1
Anambra,2017,7,261.92694,2017/7/1
Zamfara,2017,7,199.447837,2017/7/1
Osun,2017,7,199.2571681,2017/7/1
Yobe,2017,7,139.9593988,2017/7/1
Benue,2017,7,186.2825047,2017/7/1
Niger,2017,7,186.9860095,2017/7/1
Kogi,2017,7,159.467937,2017/7/1
Imo,2017,7,334.2980973,2017/7/1
Adamawa,2017,7,247.6173778,2017/7/1
Jigawa,2017,7,140.5973337,2017/7/1
Taraba,2017,7,255.1079002,2017/7/1
Federal Capital Territory,2017,7,158.6493458,2017/7/1
Borno,2017,7,151.1107068,2017/7/1
Kaduna,2017,8,335.1662848,2017/8/1
Kwara,2017,8,231.575109,2017/8/1
Sokoto,2017,8,140.0767892,2017/8/1
Akwa Ibom,2017,8,394.7541067,2017/8/1
Ebonyi,2017,8,299.9193429,2017/8/1
Ekiti,2017,8,174.9355949,2017/8/1
Kano,2017,8,293.3585805,2017/8/1
Katsina,2017,8,222.7122474,2017/8/1
Delta,2017,8,245.0564308,2017/8/1
Enugu,2017,8,320.5237872,2017/8/1
Edo,2017,8,246.570396,2017/8/1
Oyo,2017,8,163.1108751,2017/8/1
Gombe,2017,8,242.1189065,2017/8/1
Rivers,2017,8,346.3510163,2017/8/1
Cross River,2017,8,392.9819014,2017/8/1
Ondo,2017,8,192.5409557,2017/8/1
Abia,2017,8,291.3159129,2017/8/1
Bayelsa,2017,8,324.9277437,2017/8/1
Lagos,2017,8,103.6481384,2017/8/1
Bauchi,2017,8,316.937659,2017/8/1
Kebbi,2017,8,232.0310428,2017/8/1
Plateau,2017,8,283.6279839,2017/8/1
Nasarawa,2017,8,363.5688281,2017/8/1
Ogun,2017,8,116.1537405,2017/8/1
Anambra,2017,8,300.4479914,2017/8/1
Zamfara,2017,8,202.3725084,2017/8/1
Osun,2017,8,138.6852263,2017/8/1
Yobe,2017,8,186.5917982,2017/8/1
Benue,2017,8,277.9053893,2017/8/1
Niger,2017,8,261.9634224,2017/8/1
Kogi,2017,8,287.057306,2017/8/1
Imo,2017,8,299.5185318,2017/8/1
Adamawa,2017,8,203.8930998,2017/8/1
Jigawa,2017,8,229.9369091,2017/8/1
Taraba,2017,8,279.34615,2017/8/1
Federal Capital Territory,2017,8,377.4833312,2017/8/1
Borno,2017,8,195.2276719,2017/8/1
Kaduna,2017,9,275.9821233,2017/9/1
Kwara,2017,9,193.7480921,2017/9/1
Sokoto,2017,9,60.38899945,2017/9/1
Akwa Ibom,2017,9,301.1395122,2017/9/1
Ebonyi,2017,9,282.4253091,2017/9/1
Ekiti,2017,9,252.3999875,2017/9/1
Kano,2017,9,128.4767525,2017/9/1
Katsina,2017,9,80.01153533,2017/9/1
Delta,2017,9,309.6196095,2017/9/1
Enugu,2017,9,269.8862158,2017/9/1
Edo,2017,9,245.8571566,2017/9/1
Oyo,2017,9,130.140088,2017/9/1
Gombe,2017,9,165.2215762,2017/9/1
Rivers,2017,9,329.2717094,2017/9/1
Cross River,2017,9,321.6157354,2017/9/1
Ondo,2017,9,219.3172147,2017/9/1
Abia,2017,9,280.0359011,2017/9/1
Bayelsa,2017,9,337.9573614,2017/9/1
Lagos,2017,9,150.0914495,2017/9/1
Bauchi,2017,9,175.4758189,2017/9/1
Kebbi,2017,9,146.7135111,2017/9/1
Plateau,2017,9,210.6159326,2017/9/1
Nasarawa,2017,9,230.9851566,2017/9/1
Ogun,2017,9,134.9739524,2017/9/1
Anambra,2017,9,291.4560566,2017/9/1
Zamfara,2017,9,123.6447189,2017/9/1
Osun,2017,9,189.4090633,2017/9/1
Yobe,2017,9,124.3147225,2017/9/1
Benue,2017,9,254.9583845,2017/9/1
Niger,2017,9,256.8345098,2017/9/1
Kogi,2017,9,212.6901919,2017/9/1
Imo,2017,9,366.9360311,2017/9/1
Adamawa,2017,9,212.6897613,2017/9/1
Jigawa,2017,9,86.49149727,2017/9/1
Taraba,2017,9,284.7030573,2017/9/1
Federal Capital Territory,2017,9,233.0965708,2017/9/1
Borno,2017,9,122.456223,2017/9/1
Kaduna,2017,10,31.82238605,2017/10/1
Kwara,2017,10,65.39215194,2017/10/1
Sokoto,2017,10,9.200517511,2017/10/1
Akwa Ibom,2017,10,281.8037144,2017/10/1
Ebonyi,2017,10,231.5843615,2017/10/1
Ekiti,2017,10,123.9141803,2017/10/1
Kano,2017,10,5.864590072,2017/10/1
Katsina,2017,10,6.576639772,2017/10/1
Delta,2017,10,237.3826937,2017/10/1
Enugu,2017,10,182.5578623,2017/10/1
Edo,2017,10,175.4028079,2017/10/1
Oyo,2017,10,62.7703178,2017/10/1
Gombe,2017,10,17.28608201,2017/10/1
Rivers,2017,10,287.4448,2017/10/1
Cross River,2017,10,282.4488724,2017/10/1
Ondo,2017,10,128.1745271,2017/10/1
Abia,2017,10,236.1446619,2017/10/1
Bayelsa,2017,10,322.0358314,2017/10/1
Lagos,2017,10,86.36043052,2017/10/1
Bauchi,2017,10,10.24524568,2017/10/1
Kebbi,2017,10,24.78861118,2017/10/1
Plateau,2017,10,31.51036393,2017/10/1
Nasarawa,2017,10,57.43774705,2017/10/1
Ogun,2017,10,84.85850238,2017/10/1
Anambra,2017,10,209.5024498,2017/10/1
Zamfara,2017,10,15.13410389,2017/10/1
Osun,2017,10,117.8261649,2017/10/1
Yobe,2017,10,4.307799846,2017/10/1
Benue,2017,10,123.9487509,2017/10/1
Niger,2017,10,53.56093069,2017/10/1
Kogi,2017,10,110.6962343,2017/10/1
Imo,2017,10,229.8372115,2017/10/1
Adamawa,2017,10,45.10991043,2017/10/1
Jigawa,2017,10,3.40842355,2017/10/1
Taraba,2017,10,109.6091311,2017/10/1
Federal Capital Territory,2017,10,70.41057682,2017/10/1
Borno,2017,10,9.157265201,2017/10/1
Kaduna,2017,11,1.605617726,2017/11/1
Kwara,2017,11,4.628655379,2017/11/1
Sokoto,2017,11,0.456403627,2017/11/1
Akwa Ibom,2017,11,207.8588178,2017/11/1
Ebonyi,2017,11,30.83308828,2017/11/1
Ekiti,2017,11,12.18250149,2017/11/1
Kano,2017,11,0.768462149,2017/11/1
Katsina,2017,11,0.555517526,2017/11/1
Delta,2017,11,78.23218444,2017/11/1
Enugu,2017,11,23.06570202,2017/11/1
Edo,2017,11,30.84169902,2017/11/1
Oyo,2017,11,15.06528561,2017/11/1
Gombe,2017,11,1.534782999,2017/11/1
Rivers,2017,11,175.239779,2017/11/1
Cross River,2017,11,118.9859755,2017/11/1
Ondo,2017,11,38.5826846,2017/11/1
Abia,2017,11,92.47991875,2017/11/1
Bayelsa,2017,11,205.3562869,2017/11/1
Lagos,2017,11,58.78887744,2017/11/1
Bauchi,2017,11,1.482473972,2017/11/1
Kebbi,2017,11,0.875521134,2017/11/1
Plateau,2017,11,2.199424446,2017/11/1
Nasarawa,2017,11,3.214404171,2017/11/1
Ogun,2017,11,41.54504214,2017/11/1
Anambra,2017,11,38.36847729,2017/11/1
Zamfara,2017,11,0.830545762,2017/11/1
Osun,2017,11,30.52063996,2017/11/1
Yobe,2017,11,0.547149685,2017/11/1
Benue,2017,11,11.60786009,2017/11/1
Niger,2017,11,1.719746858,2017/11/1
Kogi,2017,11,6.058387672,2017/11/1
Imo,2017,11,64.92063792,2017/11/1
Adamawa,2017,11,1.688350321,2017/11/1
Jigawa,2017,11,0.541534619,2017/11/1
Taraba,2017,11,6.549078887,2017/11/1
Federal Capital Territory,2017,11,2.125622703,2017/11/1
Borno,2017,11,0.734184972,2017/11/1
Kaduna,2017,12,0.533986577,2017/12/1
Kwara,2017,12,6.488290154,2017/12/1
Sokoto,2017,12,0.023177924,2017/12/1
Akwa Ibom,2017,12,14.55581798,2017/12/1
Ebonyi,2017,12,4.258516583,2017/12/1
Ekiti,2017,12,14.06708048,2017/12/1
Kano,2017,12,0.112732803,2017/12/1
Katsina,2017,12,0.081311885,2017/12/1
Delta,2017,12,19.81651607,2017/12/1
Enugu,2017,12,4.205342427,2017/12/1
Edo,2017,12,14.19991358,2017/12/1
Oyo,2017,12,10.0168616,2017/12/1
Gombe,2017,12,0.119592503,2017/12/1
Rivers,2017,12,16.37539347,2017/12/1
Cross River,2017,12,8.195613531,2017/12/1
Ondo,2017,12,19.8504332,2017/12/1
Abia,2017,12,5.866038817,2017/12/1
Bayelsa,2017,12,31.62323692,2017/12/1
Lagos,2017,12,20.54806011,2017/12/1
Bauchi,2017,12,0.227590437,2017/12/1
Kebbi,2017,12,0.18269816,2017/12/1
Plateau,2017,12,0.787094734,2017/12/1
Nasarawa,2017,12,1.955079822,2017/12/1
Ogun,2017,12,20.79888243,2017/12/1
Anambra,2017,12,4.72972374,2017/12/1
Zamfara,2017,12,0.059195887,2017/12/1
Osun,2017,12,13.63915813,2017/12/1
Yobe,2017,12,0.017670358,2017/12/1
Benue,2017,12,4.614499685,2017/12/1
Niger,2017,12,1.552676937,2017/12/1
Kogi,2017,12,5.83014166,2017/12/1
Imo,2017,12,4.991819185,2017/12/1
Adamawa,2017,12,0.434248927,2017/12/1
Jigawa,2017,12,0.034355647,2017/12/1
Taraba,2017,12,1.923892469,2017/12/1
Federal Capital Territory,2017,12,1.969028774,2017/12/1
Borno,2017,12,0.027014578,2017/12/1
Kaduna,2018,1,0.815877574,2018/1/1
Kwara,2018,1,2.71499925,2018/1/1
Sokoto,2018,1,0.004556521,2018/1/1
Akwa Ibom,2018,1,16.49285276,2018/1/1
Ebonyi,2018,1,8.97258649,2018/1/1
Ekiti,2018,1,3.099848905,2018/1/1
Kano,2018,1,0.278679373,2018/1/1
Katsina,2018,1,0.078008411,2018/1/1
Delta,2018,1,9.183705717,2018/1/1
Enugu,2018,1,6.765112252,2018/1/1
Edo,2018,1,3.46630743,2018/1/1
Oyo,2018,1,3.42195485,2018/1/1
Gombe,2018,1,0.199301546,2018/1/1
Rivers,2018,1,23.62915491,2018/1/1
Cross River,2018,1,9.226876089,2018/1/1
Ondo,2018,1,2.943033366,2018/1/1
Abia,2018,1,13.04052412,2018/1/1
Bayelsa,2018,1,23.29023437,2018/1/1
Lagos,2018,1,3.248263665,2018/1/1
Bauchi,2018,1,0.337020323,2018/1/1
